,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
7047,785,2,0,31,2,121691.54,2,0,0,81778.72
5470,617,0,1,25,1,102585.88,2,1,1,115387.4
1764,611,0,1,40,1,0.0,2,1,1,102547.56
876,502,1,0,32,1,173340.83,1,0,1,122763.95
131,795,1,0,33,9,130862.43,1,1,1,114935.21
8277,624,1,0,40,3,149961.99,2,1,0,104610.86
8270,559,2,1,34,0,0.0,1,1,0,182988.94
5396,591,0,1,42,9,161651.37,2,1,1,131753.97
5582,534,0,1,38,3,0.0,1,0,0,143938.27
3732,722,0,1,46,6,0.0,1,1,1,93917.68
6466,678,1,1,32,4,139626.01,1,1,1,118235.52
3755,744,0,1,29,1,0.0,1,0,0,82422.97
4231,628,0,1,36,3,0.0,2,1,1,8742.91
4305,692,0,0,31,2,0.0,2,1,0,91829.17
6950,652,2,0,38,6,123081.84,2,1,1,188657.97
6269,652,2,0,36,1,0.0,2,1,1,19302.78
303,712,0,0,33,6,0.0,2,1,1,190686.16
8397,630,1,1,29,6,131354.39,1,0,1,9324.31
4963,515,0,1,40,0,109542.29,1,1,1,166370.81
6266,537,2,0,33,7,136082.0,1,1,0,62746.54
3567,470,2,0,31,2,101675.22,2,1,0,45033.75
8332,645,1,1,49,4,160133.88,1,0,1,88391.97
5373,776,2,1,30,6,0.0,2,0,1,63908.86
9658,713,0,0,39,10,0.0,2,1,1,126263.97
7907,683,1,0,39,2,47685.47,2,1,1,86019.48
4290,650,2,0,23,5,0.0,1,1,1,180622.43
3488,587,2,0,35,3,83286.56,1,1,0,125553.52
9066,662,1,1,30,5,115286.68,2,1,1,149587.92
9157,737,0,0,32,7,128551.36,2,0,1,189402.71
3274,629,0,0,31,6,0.0,1,1,1,16447.6
4947,753,0,0,62,6,0.0,2,1,1,136398.9
4378,757,0,0,71,0,88084.13,2,1,1,154337.47
562,607,2,1,36,8,158261.68,1,1,1,76744.72
5979,677,0,0,24,0,148298.59,2,0,0,182913.95
8370,612,0,1,32,3,121394.42,1,1,0,164081.42
327,644,0,0,46,9,95441.27,1,1,0,108761.05
7819,613,2,1,29,0,0.0,2,0,1,133897.32
7371,850,0,1,30,10,153972.89,2,1,0,62811.03
3893,543,0,0,42,5,0.0,2,0,0,101905.34
5923,751,0,0,48,9,0.0,1,1,0,137508.42
6795,577,2,1,48,6,179852.26,1,1,0,193580.32
7192,709,0,1,44,9,128601.98,1,1,0,117031.2
7686,718,0,1,48,9,0.0,2,1,1,72105.63
860,667,0,1,43,8,190227.46,1,1,0,97508.04
7796,692,0,0,36,3,0.0,2,1,1,8282.22
4121,628,2,1,42,7,0.0,2,0,1,172967.87
2269,605,0,0,33,4,0.0,2,0,1,83700.66
8978,623,2,1,41,2,142412.13,1,1,0,28778.98
1872,850,2,0,50,10,0.0,2,1,1,33741.84
339,716,1,0,39,10,115301.31,1,1,0,43527.4
95,515,2,1,35,10,176273.95,1,0,1,121277.78
5145,784,1,1,38,1,138515.02,1,1,1,171768.76
4129,618,0,1,48,7,0.0,1,1,0,13921.82
1319,756,1,1,41,2,124439.49,2,0,1,47093.11
2659,729,0,0,62,4,140549.4,1,1,0,30990.16
9918,652,2,1,31,1,132862.59,1,0,0,158054.49
8009,574,0,1,34,1,112572.39,1,0,0,165626.6
4135,712,0,0,29,3,87375.78,2,0,0,166194.53
5636,584,0,1,33,3,0.0,2,0,1,59103.13
3357,658,1,1,29,5,75395.53,2,0,1,54914.92
7969,637,1,1,49,2,108204.52,1,1,0,169037.84
360,706,2,1,28,3,0.0,2,0,1,181543.67
6118,632,0,0,49,5,167962.7,1,0,0,140201.21
641,706,0,0,29,5,112564.62,1,1,0,42334.38
8622,706,1,1,36,9,58571.18,2,1,0,40774.01
3605,588,1,0,34,10,129417.82,1,1,0,153727.32
9018,663,0,1,67,9,0.0,3,1,1,72318.77
8684,813,1,1,27,6,111348.15,1,1,0,46422.46
7467,651,1,0,37,10,117791.06,2,1,1,75837.58
526,701,0,1,43,2,0.0,2,1,1,165303.79
6787,502,0,1,37,10,0.0,1,1,1,76642.68
9619,684,1,1,35,3,99967.76,1,1,1,176882.08
9716,812,1,1,39,5,115730.71,3,1,1,185599.34
418,643,0,0,46,6,0.0,2,0,0,106781.59
9064,521,1,0,49,2,127948.57,1,1,1,182765.14
8028,763,2,1,37,8,0.0,2,1,1,933.38
3524,763,0,0,35,7,115651.6,2,1,1,104706.29
3341,718,0,0,29,3,0.0,1,0,1,134462.29
8932,713,2,0,26,4,122857.46,2,1,0,144682.17
471,703,0,1,37,1,149762.08,1,1,0,20629.4
9741,758,0,1,35,7,0.0,2,1,0,77951.84
4988,606,0,1,47,3,93578.68,2,0,1,137720.56
1522,787,0,0,35,1,106266.8,1,1,1,16607.15
40,472,2,1,40,4,0.0,1,1,0,70154.22
4466,413,2,1,35,2,0.0,2,1,1,60972.84
7232,679,1,0,30,4,77949.69,1,1,1,121151.46
4428,602,0,0,35,5,0.0,2,1,0,31050.02
2600,680,0,0,24,10,0.0,3,1,0,154971.63
3958,633,0,1,43,5,0.0,2,1,1,48249.88
7022,493,0,1,54,3,167831.88,2,1,0,150159.95
2413,815,1,0,25,8,135161.67,1,1,1,136071.05
5440,690,1,1,43,2,166522.78,1,0,0,119644.59
8733,749,2,1,42,9,222267.63,1,0,0,101108.85
9054,546,0,0,30,5,0.0,2,0,1,198543.09
2810,594,0,0,30,10,0.0,2,1,1,124071.71
2993,745,2,0,59,8,0.0,1,1,1,36124.98
2002,601,0,1,74,2,0.0,2,0,1,51554.58
9496,701,0,1,37,1,0.0,2,1,0,163457.55
5088,543,0,1,42,4,89838.71,3,1,0,85983.54
6317,450,0,1,29,7,117199.8,1,1,1,43480.63
1767,814,0,0,48,7,0.0,2,1,1,132870.15
5107,847,2,0,37,9,112712.17,1,1,0,116097.26
276,756,0,1,62,3,0.0,1,1,1,11199.04
77,678,0,0,32,9,0.0,1,1,1,148210.64
7395,721,1,0,45,7,138523.2,1,0,0,59604.45
6438,679,0,0,44,3,118742.74,2,1,0,1568.91
9426,499,2,0,53,1,75225.53,2,0,0,144849.1
3922,539,0,1,39,3,139153.68,2,1,0,147662.33
5219,625,0,0,38,7,0.0,1,1,0,164804.02
920,729,0,1,44,5,0.0,2,0,1,9200.54
4025,660,0,1,63,8,137841.53,1,1,1,42790.29
3982,614,0,1,46,4,0.0,1,1,0,74379.57
5070,641,0,0,42,6,0.0,2,0,0,121138.77
2241,681,1,1,42,3,118199.97,2,1,0,9452.88
1933,666,1,1,74,7,105102.5,1,1,1,46172.47
9954,645,0,1,45,6,155417.61,1,0,1,3449.22
9727,530,0,0,45,1,0.0,1,0,1,190663.89
41,465,0,0,51,8,122522.32,1,0,0,181297.65
1123,779,1,1,33,1,158456.76,1,1,1,197000.92
6091,850,1,0,33,2,83415.04,1,0,1,74917.64
1209,850,0,0,32,7,0.0,2,0,0,155227.0
6406,684,0,1,33,4,140700.61,1,1,0,103557.93
1760,521,0,1,38,5,110641.18,1,0,1,136507.69
847,468,0,0,42,5,0.0,2,1,0,125305.34
6163,488,1,0,28,7,139246.22,2,1,0,106799.49
8981,673,2,0,35,6,0.0,2,1,0,98618.79
9592,668,1,0,28,1,124511.01,1,0,0,114258.18
2835,653,2,1,35,6,116662.96,2,1,1,23864.21
7446,718,0,1,35,3,97560.16,1,1,1,53511.74
7850,488,0,0,36,0,0.0,2,1,0,136675.22
1369,652,1,1,50,8,125437.64,1,1,1,17160.94
5659,546,0,0,52,2,0.0,1,1,0,137332.37
5967,773,2,1,37,2,103195.2,2,1,0,178268.36
881,679,0,0,43,4,0.0,3,1,0,115136.51
9702,644,2,0,31,5,86006.3,1,1,1,73922.95
8833,594,0,1,50,7,81310.34,1,1,1,183868.01
6921,679,2,0,39,7,91187.9,1,0,1,6075.36
2261,763,1,0,61,1,66101.89,1,1,1,143981.27
3837,598,2,0,23,6,0.0,2,1,0,153229.19
6041,775,0,1,45,8,0.0,1,1,0,130376.68
3878,526,1,0,32,6,131938.92,2,1,1,1795.93
4356,641,0,0,42,7,125437.14,2,0,0,164128.58
8861,678,0,0,43,7,178074.33,1,0,0,110405.9
3301,653,0,1,34,5,118838.75,1,1,1,52820.13
4522,629,2,1,39,5,0.0,2,0,0,116748.14
250,771,1,0,36,5,77846.9,1,0,0,99805.99
368,636,1,1,34,2,40105.51,2,0,1,53512.16
4761,799,0,0,32,3,106045.92,2,1,1,17938.0
7696,614,1,0,39,8,125997.22,1,1,1,128049.34
3241,621,1,0,31,8,100375.39,1,1,1,90384.26
686,715,0,0,31,2,112212.14,2,1,1,181600.72
5272,850,0,1,47,6,0.0,1,1,0,187391.02
9215,584,1,0,37,10,134171.8,4,1,1,70927.11
4957,752,0,1,39,3,0.0,1,1,0,188187.05
3254,552,1,1,50,4,121175.56,1,1,0,117505.07
926,738,2,1,35,3,0.0,1,1,1,15650.73
3526,799,0,0,30,9,0.0,2,1,0,136827.96
2562,763,0,0,58,9,187911.55,1,0,1,35825.18
3110,546,1,0,74,8,114888.74,2,1,1,66732.63
3772,745,2,1,34,7,132944.53,1,1,1,31802.92
6086,535,2,1,37,3,175534.78,2,1,1,9241.52
6388,753,1,1,44,3,138076.47,1,1,0,15523.09
9538,777,0,1,29,2,0.0,2,1,0,124489.88
3686,706,0,1,18,2,176139.5,2,1,0,129654.22
8096,671,0,0,38,6,132129.72,1,0,1,76068.95
3926,714,1,1,29,6,92887.13,1,1,1,69578.49
2010,556,2,0,48,8,168522.37,1,1,1,151310.16
3635,740,0,0,37,5,0.0,2,1,1,27528.4
1884,656,0,1,35,6,0.0,2,1,0,1485.27
6085,482,1,1,45,7,156353.46,1,1,0,72643.95
7917,613,1,1,38,9,126265.88,2,0,0,15859.95
9973,611,0,1,27,7,0.0,2,1,1,157474.1
5664,667,2,1,71,4,137260.78,1,0,1,94433.08
1419,535,0,0,44,2,114427.86,1,1,1,136330.26
7680,808,2,1,25,7,0.0,2,0,1,23180.37
4447,666,1,0,50,7,109062.28,1,1,1,140136.1
8505,592,0,1,28,5,137222.77,1,0,0,39608.58
6461,710,0,0,36,4,116085.06,1,1,0,58601.61
5175,699,2,0,29,9,127570.93,2,1,0,164756.81
68,661,1,0,35,5,150725.53,2,0,1,113656.85
3696,595,0,0,39,7,120962.13,1,0,0,23305.01
1658,748,0,1,44,2,92911.52,1,0,1,85495.24
452,592,2,1,31,7,110071.1,1,0,0,43921.36
7491,622,0,1,40,4,99799.76,2,1,0,197372.13
2455,661,0,1,47,5,0.0,1,0,1,107243.31
436,627,1,0,30,4,79871.02,2,1,0,129826.89
7312,629,0,0,43,0,0.0,2,1,1,41263.69
2322,567,2,0,41,1,0.0,2,1,0,3414.72
970,638,0,0,48,10,138333.03,1,1,1,47679.14
3213,827,2,1,46,1,183276.32,1,1,1,13460.27
7071,698,2,0,63,5,0.0,1,1,1,173576.71
1921,658,0,0,35,5,126397.66,1,0,0,156361.58
9701,678,2,1,38,3,124483.53,1,1,0,126253.31
9003,676,0,1,33,6,171490.78,1,0,0,79099.64
6429,713,2,1,38,6,116980.78,2,0,1,76038.38
8616,653,2,0,27,6,107751.68,2,1,1,33389.42
8185,722,1,0,40,6,89175.06,2,0,1,152883.95
125,432,0,1,42,9,152603.45,1,1,0,110265.24
4553,581,0,1,30,1,0.0,2,1,0,199464.08
7258,600,1,0,58,8,118723.11,1,0,0,6209.51
2614,546,1,0,58,3,106458.31,4,1,0,128881.87
5035,657,2,1,34,5,154983.98,1,1,0,27738.01
3810,477,0,0,30,6,131286.46,1,1,0,194144.45
6835,810,0,1,33,6,0.0,2,1,1,77965.67
8925,682,1,1,32,2,105163.88,2,1,1,164170.46
3416,532,0,1,38,9,0.0,2,0,0,30583.95
6371,602,0,1,34,5,0.0,2,1,1,77414.45
7026,677,0,0,27,2,0.0,2,0,1,114685.92
1015,676,0,0,37,5,89634.69,1,1,1,169583.18
1451,551,0,0,38,10,0.0,2,1,1,216.27
3516,638,0,0,34,7,0.0,2,1,1,198969.78
9948,724,1,0,53,1,139687.66,2,1,1,12913.92
2222,711,1,1,43,2,39043.29,2,1,1,175423.69
6181,570,0,1,39,10,129674.89,2,1,0,80552.36
1231,772,2,1,30,4,78653.05,1,1,0,1790.48
3206,515,1,1,60,9,113715.36,1,1,0,18424.24
9565,582,0,0,38,9,135979.01,4,1,1,76582.95
7583,682,0,1,26,8,0.0,2,1,0,178373.43
3118,451,0,1,33,6,0.0,2,1,0,184954.11
7584,694,2,0,39,9,0.0,2,0,0,99924.04
8238,679,2,0,40,7,0.0,2,1,1,163757.29
1682,620,0,1,41,0,97925.11,1,1,0,85000.32
8952,565,1,0,47,10,139756.12,1,1,0,165849.49
2609,682,0,0,46,2,0.0,1,1,1,114442.66
8898,850,0,1,40,6,124788.18,1,1,0,65612.12
9118,710,2,1,23,6,0.0,2,1,1,134188.11
1759,584,0,1,35,9,0.0,2,1,0,192381.21
522,527,2,1,37,5,93722.73,2,1,1,139093.73
4475,640,0,1,40,8,110340.68,1,1,1,157886.6
8780,820,1,1,39,9,111336.89,1,1,0,16770.31
1947,688,0,1,52,1,0.0,2,1,1,172033.57
2504,619,2,0,45,0,0.0,2,0,0,113645.4
6442,491,0,1,33,5,83134.3,1,1,0,187946.55
8557,729,0,0,32,7,38550.06,1,0,1,179230.23
1131,500,2,1,37,9,125822.21,1,1,0,111698.0
2204,509,0,1,31,3,0.0,2,1,0,15360.91
3606,479,0,0,26,1,0.0,2,1,1,19116.97
3317,779,0,1,71,3,0.0,2,1,1,146895.36
9016,577,2,1,31,6,0.0,1,1,1,196395.25
8650,637,0,1,27,1,0.0,2,1,0,91291.2
3559,650,0,0,64,7,142028.36,1,1,0,32275.09
1009,650,2,1,71,0,0.0,1,1,1,175380.77
770,742,1,0,36,2,129748.54,2,0,0,47271.61
8201,718,2,0,49,10,82321.88,1,0,1,11144.4
6195,514,0,0,41,7,0.0,2,1,1,3756.65
3980,673,0,1,65,0,0.0,1,1,1,85733.33
6679,470,2,1,30,4,125385.01,1,1,0,68293.93
2349,719,1,0,42,5,137227.04,3,1,0,149097.38
1495,685,1,1,57,7,101868.51,1,0,1,113483.96
7005,751,0,1,43,1,114974.24,1,1,0,125920.54
9718,710,2,1,62,3,131078.42,2,1,0,119348.76
8979,514,0,1,35,3,121030.9,1,1,0,10008.68
2902,691,0,0,33,1,128306.83,1,1,1,113580.79
9249,787,2,0,39,7,171646.76,1,0,1,100791.36
3410,430,1,1,36,1,138992.48,2,0,0,122373.42
9902,730,0,0,27,7,0.0,2,1,0,144099.48
101,623,0,0,44,6,0.0,2,0,0,167162.43
7695,723,1,0,47,10,90450.0,2,0,0,103379.31
1598,601,1,0,48,8,120782.7,1,1,0,63940.68
2539,584,1,0,46,6,87361.02,2,1,0,120376.87
1838,350,1,1,39,0,109733.2,2,0,0,123602.11
7099,654,0,0,37,5,0.0,1,0,1,71492.28
6158,671,0,1,31,0,116234.61,1,1,0,172096.08
8793,537,1,1,66,8,103291.25,2,1,1,130664.79
2258,466,0,0,36,5,119540.15,1,0,1,80603.99
5854,481,0,0,34,5,0.0,2,1,1,125253.46
869,435,0,1,36,4,0.0,1,1,1,197015.2
3056,685,0,1,58,1,104796.54,1,1,1,154181.41
999,759,0,0,38,1,104091.29,1,0,0,91561.91
9842,638,2,1,30,9,136808.53,2,1,1,106642.97
2321,545,1,1,45,6,93796.42,2,1,1,162321.26
5738,653,0,1,38,8,119315.75,1,1,0,150468.35
1195,676,0,0,43,2,0.0,1,1,1,55119.53
2747,577,0,0,35,10,0.0,2,1,1,25161.61
9431,523,2,0,24,5,172231.93,1,0,1,155144.12
9231,648,0,1,38,10,82697.28,1,1,0,74846.67
5778,526,0,0,36,0,0.0,2,1,0,97767.63
2934,631,0,1,33,7,0.0,1,1,1,58043.02
287,475,0,0,32,8,119023.28,1,1,0,100816.29
6422,772,0,1,47,9,152347.01,1,0,1,17671.78
2092,655,2,1,38,3,250898.09,3,0,1,81054.0
2404,631,1,1,37,8,138292.64,2,0,0,152422.91
3339,599,2,0,28,4,126833.79,2,1,0,60843.09
2952,733,0,1,51,10,141556.96,1,1,0,130189.53
4343,549,1,1,54,5,92877.33,1,1,0,2619.64
414,795,2,1,35,8,0.0,2,1,0,167155.36
3279,652,2,1,37,7,0.0,2,1,0,68789.93
6196,698,0,1,29,5,95167.55,1,1,1,152723.23
6009,525,2,1,33,5,0.0,2,1,0,161002.29
533,543,2,1,35,10,59408.63,1,1,0,76773.53
592,666,0,0,34,9,115897.12,1,1,1,25095.03
5367,673,0,1,41,5,0.0,1,1,1,65657.29
508,733,0,1,22,5,0.0,2,1,1,117202.19
8151,500,2,1,40,1,99004.24,1,1,1,152845.99
8299,598,1,0,50,5,88379.81,3,0,1,64157.24
3106,554,0,0,45,6,0.0,2,1,1,181204.5
2032,667,1,0,37,5,92171.35,3,1,0,178106.34
3209,525,0,1,26,7,153644.39,1,1,1,63197.88
618,546,2,1,42,7,139070.51,1,1,1,86945.0
9103,671,0,0,29,3,0.0,2,1,0,158043.11
888,733,1,1,74,3,106545.53,1,1,1,134589.58
2773,559,0,1,29,1,0.0,2,0,0,155639.76
9017,830,1,0,40,8,77701.64,1,0,1,19512.38
2003,632,0,1,41,0,106134.46,1,0,1,105570.39
3697,745,1,1,48,10,96048.55,1,1,0,74510.65
9316,550,1,1,49,0,108806.96,3,1,0,61446.92
2028,458,0,0,39,9,0.0,2,1,0,116343.09
4764,696,2,0,36,3,0.0,3,1,0,65039.9
8107,560,0,1,50,3,0.0,2,1,0,84531.79
3003,580,0,1,55,6,104305.74,1,0,1,175750.21
9368,737,0,1,28,8,0.0,2,1,0,106390.01
6215,553,2,1,41,6,144974.55,1,1,1,19344.92
3088,538,1,1,25,5,62482.95,1,1,1,102758.43
8756,705,1,0,37,3,109974.22,1,1,1,36320.87
3503,543,0,1,35,5,137482.19,1,0,0,62389.35
2811,695,2,0,34,9,0.0,2,1,1,67502.12
3440,722,0,0,47,2,88011.4,1,1,1,90655.94
9913,718,0,0,44,1,133866.22,1,0,1,139049.24
7014,463,2,0,35,2,0.0,2,1,1,1950.93
7043,595,1,1,34,2,87967.42,2,0,1,156309.52
5881,794,2,1,31,0,144880.34,2,0,1,175643.44
3053,601,0,0,34,5,0.0,2,1,0,27022.57
1761,662,0,0,36,4,166909.2,2,1,0,138871.12
8500,660,0,1,37,2,97324.91,1,1,0,23291.83
9260,799,1,0,39,7,167395.6,2,0,1,139537.43
1136,750,0,1,22,5,0.0,2,0,1,105125.65
4569,516,0,1,33,7,115195.58,1,1,1,11205.5
7752,490,2,0,38,3,97266.1,1,1,1,92797.23
4144,655,0,1,44,8,87471.63,1,0,1,188593.98
2644,736,0,1,27,5,51522.75,1,0,1,192131.77
1766,636,0,0,34,3,0.0,2,1,1,44756.25
3680,850,2,1,22,3,0.0,1,1,1,144385.54
4692,602,2,1,30,9,113672.18,2,0,0,102135.92
5259,582,0,1,52,2,151457.88,1,0,1,40893.61
8173,757,1,1,31,1,127320.36,3,1,0,163170.32
4561,562,1,1,31,4,127237.25,2,0,1,143317.42
2833,683,2,1,40,8,0.0,1,1,0,75848.22
264,738,2,1,31,9,79019.8,1,1,1,18606.23
3450,513,0,1,40,3,141004.46,1,1,0,105028.46
8031,666,2,0,36,6,0.0,2,1,0,176692.87
1159,729,2,1,37,10,0.0,2,1,0,100862.54
9322,767,0,0,35,9,0.0,2,1,0,39511.61
2880,694,1,0,37,8,98218.04,2,1,0,182354.46
3546,542,2,1,43,6,113567.94,1,1,0,89543.25
9386,717,1,0,33,10,102185.42,2,1,0,23231.93
5907,526,2,1,66,7,132044.6,2,1,1,158365.89
6866,675,2,1,32,8,197436.82,1,1,1,52710.7
1041,722,0,1,30,5,0.0,2,1,0,166376.54
5188,663,2,1,30,4,0.0,3,1,0,101371.05
1471,806,0,1,48,4,164701.68,1,1,1,21439.49
9122,689,0,0,29,1,77556.79,2,1,1,122998.26
3894,595,2,1,37,2,157084.99,1,1,0,134767.13
1176,726,0,1,34,9,0.0,2,0,0,14121.61
381,690,0,1,36,7,101583.11,2,1,0,123775.15
5482,603,2,1,46,2,0.0,2,1,0,174478.54
4174,568,0,1,51,4,0.0,3,1,1,66586.56
4404,604,2,1,43,2,145081.72,1,1,1,23881.62
81,777,0,0,32,2,0.0,1,1,0,136458.19
4508,599,0,0,41,1,0.0,2,1,0,96069.82
1937,701,0,1,30,3,156660.72,2,1,0,45742.42
6792,606,2,1,34,3,161572.24,1,0,1,191076.22
5717,665,0,0,37,5,160389.82,1,0,1,183542.08
9359,645,1,1,43,9,140121.17,1,1,0,11302.7
2375,815,2,0,39,6,0.0,1,1,1,85167.88
3950,794,2,0,28,5,0.0,2,0,1,86699.98
1345,568,2,0,26,6,0.0,2,0,0,166495.2
626,427,0,1,29,1,141325.56,1,1,1,93839.3
415,626,2,1,26,8,0.0,2,0,0,191420.71
1061,710,2,0,38,4,0.0,2,1,1,136390.88
156,758,0,0,33,7,0.0,2,0,0,82996.47
7135,681,2,0,57,2,173306.13,1,0,1,131964.66
9236,640,2,1,47,6,89047.14,1,1,0,116286.25
3221,555,2,0,24,2,0.0,2,0,1,197866.55
9584,563,1,1,41,2,100520.92,1,1,1,19412.8
8198,668,2,0,36,3,133686.52,1,1,0,190958.48
118,524,1,0,31,8,107818.63,1,1,0,199725.39
4246,617,0,0,30,8,0.0,1,1,1,92621.9
7229,716,0,0,29,6,0.0,2,1,1,98998.61
6821,802,0,0,39,7,120145.96,2,0,1,59497.01
2354,731,1,1,35,2,127862.93,2,1,0,139083.7
7276,594,0,1,35,2,133853.27,1,1,1,65361.66
4342,554,2,1,30,6,135370.12,1,1,1,179689.05
5655,695,2,1,63,1,146202.93,1,1,1,126688.83
4931,682,1,1,81,6,122029.15,1,1,1,50783.88
8049,652,0,0,31,3,103696.97,3,0,0,155221.05
9615,692,2,0,47,3,0.0,2,1,0,150802.41
7186,653,0,1,44,8,0.0,2,1,1,154639.72
5689,722,2,0,50,4,132088.59,1,1,1,128262.14
4852,687,2,1,35,3,0.0,2,1,1,176450.19
9202,528,0,1,31,9,120962.59,1,1,0,5419.31
5246,521,0,0,32,2,136555.01,2,1,1,129353.21
6375,524,2,0,64,5,0.0,1,1,0,136079.64
2735,551,1,0,30,2,143340.44,1,1,0,145796.49
640,752,2,1,48,5,116060.08,1,1,0,156618.38
2703,459,1,1,46,7,110356.42,1,1,0,4969.13
2859,551,2,1,32,4,0.0,2,1,0,53420.53
6259,585,1,0,28,9,135337.49,2,1,1,40385.61
3904,698,1,1,55,8,155059.1,2,1,1,144584.29
1160,513,0,1,35,8,0.0,1,1,0,76640.29
5968,526,0,1,28,1,112070.44,1,0,1,126281.83
5988,850,0,1,35,2,0.0,2,1,1,56991.66
5804,625,1,0,35,5,86147.46,2,1,0,163440.8
325,716,0,1,35,4,144428.87,1,1,0,134132.65
5699,684,0,1,35,6,135871.5,1,1,1,87219.41
6539,697,0,0,45,1,0.0,2,1,0,46807.62
8875,702,1,1,36,9,90560.48,2,1,0,174268.87
7110,679,2,0,28,9,0.0,2,0,1,61761.77
441,790,0,0,31,9,0.0,2,1,0,84126.75
2066,545,1,1,37,9,110483.86,1,1,1,127394.67
7417,730,1,0,37,5,124053.03,1,1,0,118591.67
1047,726,0,0,48,4,0.0,1,1,0,114020.06
9609,741,0,0,35,1,0.0,2,1,0,36557.55
5332,710,2,0,29,3,119670.18,1,1,0,188022.44
3117,721,2,1,43,3,88798.34,1,0,0,45610.63
8244,528,2,0,32,0,68138.37,1,1,1,170309.19
6831,469,1,0,52,8,139493.25,3,0,0,150093.32
8281,567,2,1,40,8,28649.64,1,1,1,95140.62
2995,535,0,0,29,2,112367.34,1,1,0,185630.76
1058,640,1,1,33,8,81677.22,2,0,0,34925.56
7219,581,0,1,54,4,89299.81,1,0,0,5558.47
7189,647,0,0,40,9,0.0,2,0,1,92357.21
5834,793,0,1,32,2,0.0,2,1,0,193817.63
1082,688,2,1,36,0,89772.3,1,1,0,177383.68
9062,720,2,1,64,3,45752.78,2,1,0,79623.28
3393,710,0,1,30,6,0.0,2,1,1,8991.17
9146,672,1,1,40,4,89025.88,2,1,0,188892.19
7352,726,0,0,38,4,0.0,2,0,0,6787.48
6008,767,2,0,24,5,0.0,2,1,1,67445.85
4715,800,2,1,38,1,0.0,2,1,0,51553.43
1604,718,0,0,31,1,152663.77,1,0,1,17128.64
1083,678,0,0,32,5,0.0,2,1,0,90284.47
6629,579,0,1,39,5,0.0,2,0,1,39891.84
5292,745,0,0,28,6,0.0,2,1,0,154389.18
2473,351,1,0,57,4,163146.46,1,1,0,169621.69
1289,672,1,1,40,10,102980.44,1,1,0,1285.81
8874,582,1,0,50,6,96486.57,2,1,1,20344.02
5040,829,2,1,50,7,0.0,2,0,1,178458.86
4008,835,2,1,45,3,100212.13,1,1,0,152577.62
6441,514,0,1,45,1,178827.79,1,1,0,60375.18
1993,824,1,1,60,8,134250.17,3,0,0,153046.16
8211,679,1,1,39,2,146186.28,2,1,1,193974.47
8130,704,0,1,47,5,0.0,2,1,1,145338.61
7666,494,0,1,25,6,0.0,2,0,1,109988.09
271,733,1,1,34,3,100337.96,3,1,0,48559.19
8448,508,0,1,49,1,93817.41,2,1,1,132468.76
8324,654,0,1,55,3,87485.67,1,1,1,3299.01
8610,730,0,1,23,8,0.0,2,1,0,183284.53
4365,501,0,0,40,2,0.0,2,0,0,141946.92
3646,770,0,0,70,9,110738.89,1,1,0,22666.77
7490,654,0,0,35,2,90865.8,1,1,1,86764.46
8913,496,0,1,31,5,0.0,2,1,0,93713.13
5600,786,0,1,37,7,165896.22,2,1,1,66977.68
226,694,0,0,30,9,0.0,2,1,1,26960.31
7809,579,2,1,43,2,145843.82,1,1,1,198402.37
1934,726,1,1,30,5,111375.32,2,1,0,2704.09
9528,739,0,1,34,9,0.0,1,1,0,60584.33
2205,509,2,1,38,2,0.0,1,0,0,168460.12
9896,795,0,0,40,2,101891.1,1,1,1,183044.86
9850,459,0,1,26,4,149879.66,1,0,0,50016.17
2124,704,0,1,32,7,127785.17,4,0,0,184464.7
5254,463,2,1,20,8,204223.03,1,1,0,128268.39
2212,741,1,0,37,8,170840.08,2,0,0,109843.16
1516,646,0,0,37,7,96558.66,1,0,0,163427.18
5922,555,0,0,44,3,105770.7,3,1,0,60533.96
3692,613,2,1,35,4,123557.65,2,0,1,170903.4
2021,716,1,0,18,3,128743.8,1,0,0,197322.13
747,450,2,0,46,5,177619.71,1,1,0,54227.06
1893,488,0,1,34,3,0.0,2,1,1,125979.36
8772,768,0,1,30,6,0.0,2,1,1,199454.37
2377,549,0,1,50,9,94748.76,2,0,1,13608.18
1919,618,0,1,56,7,0.0,1,1,1,142400.27
6428,627,1,0,39,5,124586.93,1,1,0,93132.61
2867,559,2,0,27,1,0.0,1,0,1,1050.33
4718,505,0,1,26,8,112972.57,1,1,0,145011.62
5719,692,0,1,27,1,125547.53,1,0,0,7900.46
1341,794,0,0,41,7,176845.41,3,1,0,166526.26
8847,457,0,1,40,10,134320.23,2,1,0,150757.35
3730,683,2,1,38,3,126152.84,1,0,0,15378.75
4941,640,2,1,43,9,172478.15,1,1,0,191084.4
694,796,0,0,45,2,109730.22,1,1,1,123882.73
9482,707,0,1,40,1,0.0,2,1,0,14090.4
292,583,0,1,27,7,0.0,2,1,0,51285.49
3217,598,2,0,56,4,98365.33,1,1,1,44251.33
3571,664,1,1,36,6,71142.77,2,1,0,122433.09
2390,602,1,1,32,7,184715.86,2,1,0,113781.99
5365,539,2,1,39,2,0.0,2,1,1,48189.94
4476,778,0,1,33,1,0.0,2,1,0,85439.73
410,709,2,1,23,10,0.0,2,0,0,129590.18
1492,735,2,1,50,9,0.0,1,0,0,166677.35
